Station ID,Cycle0 (Bef),Cycle0 (Aft),Cycle1 (Bef),Cycle1 (Aft),Cycle2 (Bef),Cycle2 (Aft),Cycle3 (Bef),Cycle3 (Aft)
203,-9,-9,-9,-9,-7,-7,-2,-5
204,-13,-13,-15,-15,-14,-14,-10,-10
206,-23,-23,-21,-21,-22,-22,-19,-19
207,-12,-12,-12,-12,-12,-12,-12,-12
208,-14,-14,-14,-14,-14,-14,-12,-12
209,-21,-21,-21,-21,-22,-22,-20,-20
210,-14,-14,-14,-14,-14,-14,-12,-12
211,-23,-23,-22,-22,-22,-22,-21,-21
212,-11,-11,-11,-11,-11,-11,-10,-10
213,-24,-24,-23,-23,-23,-23,-19,-19
214,-21,-21,-21,-21,-20,-20,-2,-22
215,-37,-37,-36,-36,-36,-36,-31,-30
216,-20,-20,-21,-21,-19,-19,-14,-14
217,-10,-10,-11,-11,-10,-14,-1,-1
218,-14,-14,-14,-14,-13,-13,-11,-11
219,-19,-19,-21,-21,-20,-20,-15,-14
220,-18,-18,-18,-18,-18,-18,-16,-16
221,-11,-11,-11,-11,-11,-11,-9,-9
222,-29,-29,-29,-29,-28,-28,-28,-28
223,-16,-16,-16,-16,-16,-16,-10,-10
224,-10,-10,-12,-12,-12,-12,-10,-10
225,-20,-20,-21,-21,-21,-21,-17,-17
226,-15,-15,-15,-15,-15,-15,-15,-15
227,-16,-16,-19,-19,-20,-20,-16,-12
228,-28,-28,-28,-28,-29,-29,-29,-29
229,-15,-15,-13,-13,-13,-13,-10,-4
230,-20,-20,-22,-22,-22,-22,-19,-18
231,-20,-20,-19,-19,-19,-19,-18,-18
232,-11,-11,-11,-11,-11,-11,-11,-11
233,-14,-14,-15,-15,-15,-15,-15,-15
234,-16,-16,-17,-17,-17,-17,-13,-10
235,-25,-25,-24,-24,-24,-24,-22,-22
236,-20,-20,-22,-22,-22,-22,-21,-21
237,-21,-21,-24,-24,-24,-24,-18,-18
238,-22,-22,-22,-22,-22,-22,-20,-20
239,-17,-17,-17,-17,-18,-18,-15,-15
240,-9,-9,-8,-8,-8,-8,-8,-1
242,-16,-16,-16,-16,-17,-17,-15,-15
243,-16,-16,-20,-20,-19,-19,-13,-12
244,-11,-11,-13,-13,-12,-12,-12,-12
245,-20,-20,-20,-20,-20,-20,-16,-10
246,-27,-27,-32,-32,-33,-33,-30,-30
247,-35,-35,-35,-35,-36,-36,-35,-35
248,-18,-18,-18,-18,-18,-18,-15,-15
249,-28,-28,-28,-28,-28,-28,-26,-26
250,-7,-7,-7,-7,-7,-7,-6,-6
251,-22,-22,-22,-22,-24,-24,-18,-18
252,-19,-19,-16,-16,-16,-11,-9,-14
253,-21,-21,-21,-21,-21,-21,-14,-14
254,-10,-10,-11,-11,-11,-11,-7,-9
255,-15,-15,-16,-16,-15,-15,-8,-9
256,-10,-10,-10,-10,-10,-10,-10,-10
257,-11,-11,-11,-11,-12,-12,-12,-12
258,-16,-16,-16,-16,-16,-16,-16,-16
260,-12,-12,-12,-12,-12,-12,-12,-12
261,-10,-10,-11,-11,-12,-12,-9,-9
262,-24,-24,-24,-24,-24,-24,-22,-22
263,-14,-14,-14,-14,-14,-14,-11,-11
264,-13,-13,-14,-14,-13,-13,-9,-9
265,-11,-11,-12,-12,-12,-12,-6,-5
266,-27,-27,-27,-27,-28,-28,-30,-30
267,-15,-15,-15,-15,-15,-15,-10,-9
268,-20,-20,-22,-22,-22,-22,-15,-15
269,-31,-31,-31,-31,-30,-30,-27,-27
270,-20,-20,-23,-23,-23,-23,-14,-17
271,-22,-22,-22,-22,-22,-22,-21,-21
272,-13,-13,-14,-14,-15,-15,-6,-16
273,-25,-25,-23,-23,-23,-23,-18,-18
274,-25,-25,-25,-25,-26,-26,-25,-25
275,-13,-13,-13,-13,-13,-13,-12,-12
276,-16,-16,-14,-14,-14,-14,-14,-14
277,-11,-11,-11,-11,-11,-11,-8,-8
278,-10,-10,-10,-10,-9,-9,-6,-6
279,-17,-17,-17,-17,-17,-15,-7,-6
280,-7,-7,-7,-7,-7,-7,-6,-6
281,-12,-12,-12,-12,-12,-12,-10,-10
282,-28,-28,-29,-29,-30,-30,-25,-25
283,-11,-11,-11,-11,-11,-11,-11,-11
284,-13,-13,-15,-15,-16,-16,-14,-7
286,-24,-24,-24,-24,-24,-24,-19,-19
287,-16,-16,-16,-16,-16,-16,-16,-2
288,-22,-22,-23,-23,-22,-22,-20,-12
289,-10,-10,-10,-10,-10,-10,-10,-10
290,-9,-9,-10,-10,-9,-13,-2,-8
291,-22,-22,-22,-22,-22,-22,-19,-15
292,-11,-11,-11,-11,-11,-11,-8,-8
293,-17,-17,-17,-17,-17,-17,-14,-14
294,-11,-11,-10,-10,-10,-10,-4,-8
295,-17,-17,-18,-18,-18,-18,-15,-15
296,-12,-12,-12,-12,-12,-12,-9,-9
297,-11,-11,-11,-11,-11,-11,-9,-9
298,-13,-13,-14,-14,-13,-13,-1,-14
299,-13,-13,-13,-13,-13,-13,-12,-12
301,-16,-16,-15,-15,-15,-15,-15,-15
302,-19,-19,-22,-22,-22,-22,-18,-18
303,-19,-19,-19,-19,-18,-18,-15,-15
305,-10,-10,-10,-10,-10,-10,-9,-9
306,-11,-11,-10,-10,-10,-10,-9,-9
307,-16,-16,-16,-16,-15,-15,-5,-14
308,-14,-14,-14,-14,-14,-14,-8,-9
309,-27,-27,-28,-28,-28,-28,-28,0
310,-13,-13,-13,-13,-13,-13,-8,-8
312,-14,-14,-14,-14,-13,-13,-10,-10
313,-26,-26,-25,-25,-25,-25,-24,-24
314,-25,-25,-25,-25,-25,-25,-19,-14
315,-11,-11,-11,-11,-11,-11,-10,-10
317,-22,-22,-22,-22,-22,-22,-19,-19
318,-12,-12,-13,-13,-13,-13,-13,-13
319,-14,-14,-14,-14,-14,-14,-10,-10
320,-17,-17,-18,-18,-17,-17,-12,-12
321,-16,-16,-17,-17,-16,-16,-4,-8
322,-18,-18,-18,-18,-18,-18,-14,-14
323,-16,-16,-16,-16,-16,-16,-15,-15
324,-9,-9,-11,-11,-12,-12,-7,-10
325,-11,-11,-12,-12,-11,-11,-11,-11
326,-16,-16,-17,-17,-16,-16,-7,-11
327,-15,-15,-15,-15,-15,-15,-11,-11
328,-15,-15,-14,-14,-14,-14,-12,-12
329,-16,-16,-16,-16,-16,-16,-12,-12
330,-23,-23,-23,-23,-23,-23,-17,-14
331,-21,-21,-21,-21,-22,-22,-18,-18
332,-14,-14,-14,-14,-15,-15,-15,-15
333,-24,-24,-26,-26,-25,-25,-23,-17
334,-7,-7,-7,-7,-7,-1,1,-6
335,-22,-22,-22,-22,-21,-21,-21,-21
336,-12,-12,-12,-12,-9,-7,-2,-10
337,-11,-11,-11,-11,-12,-12,-10,-10
338,-15,-15,-16,-16,-16,-16,-15,-15
339,-17,-17,-17,-17,-17,-17,-14,-14
340,-11,-11,-11,-11,-11,-11,-4,-4
341,-14,-14,-15,-15,-15,-15,-4,-13
343,-25,-25,-25,-25,-25,-25,-22,-22
344,-10,-10,-11,-11,-11,-11,-8,-8
345,-23,-23,-23,-23,-23,-23,-19,-19
347,-10,-10,-11,-11,-12,-12,-8,-3
348,-11,-11,-11,-11,-11,-11,-11,-11
349,-12,-12,-16,-16,-16,-16,-16,-16
350,-14,-14,-13,-13,-13,-13,-11,-11
351,-19,-19,-20,-20,-20,-20,-16,-13
352,-13,-13,-13,-13,-11,-11,-10,-10
353,-11,-11,-10,-10,-10,-10,-8,-8
354,-24,-24,-25,-25,-25,-25,-22,-1
355,-14,-14,-14,-14,-14,-14,-13,-13
356,-9,-9,-9,-9,-9,-9,-6,-6
357,-20,-20,-22,-22,-22,-22,-21,-21
358,-13,-13,-15,-15,-14,-14,-13,-13
359,-12,-12,-13,-13,-13,-13,-12,-12
360,-18,-18,-18,-18,-18,-18,-17,-11
361,-38,-38,-38,-38,-36,-40,-1,-54
362,-39,-39,-40,-40,-39,-39,-36,-36
363,-16,-16,-16,-16,-16,-16,-16,-16
364,-28,-28,-28,-28,-28,-28,-28,-28
365,-32,-32,-32,-32,-32,-32,-26,-22
366,-18,-18,-18,-18,-18,-18,-18,-18
367,-11,-11,-11,-11,-11,-11,-10,-10
368,-17,-17,-18,-18,-18,-18,-16,-16
370,-14,-14,-14,-14,-14,-14,-13,-2
371,-15,-15,-15,-15,-15,-15,-12,-4
372,-16,-16,-16,-16,-16,-16,-16,-16
373,-12,-12,-11,-11,-11,-11,-11,-11
374,-25,-25,-26,-26,-26,-35,0,-37
375,-12,-12,-12,-12,-12,-12,-9,-9
376,-16,-16,-16,-16,-16,-16,-14,-14
377,-9,-9,-10,-10,-10,-2,1,-5
378,-28,-28,-28,-28,-29,-29,-30,-30
379,-14,-14,-16,-16,-16,-16,-9,-9
380,-14,-14,-14,-14,-14,-14,-14,-14
381,-8,-8,-8,-8,-8,-8,-7,-7
382,-10,-10,-10,-10,-10,-10,-10,-10
383,-10,-10,-4,-4,-4,-4,-3,-3
384,-10,-10,-10,-10,-10,-10,-8,-8
386,-10,-10,-9,-9,-8,-8,-7,-7
387,-20,-20,-21,-21,-20,-20,-16,-16
388,-8,-8,-9,-9,-9,-9,-8,-8
389,-12,-12,-12,-12,-12,-12,-13,-13
390,-28,-28,-28,-28,-28,-28,-26,-26
392,-13,-13,-13,-13,-13,-13,-12,-12
393,-10,-10,-10,-10,-10,-10,-4,-5
394,-12,-12,-12,-12,-12,-12,-10,-8
395,-10,-10,-10,-10,-10,-10,-8,-8
396,-11,-11,-11,-11,-11,-11,-10,-10
397,-11,-11,-12,-12,-11,-11,-7,-6
398,-21,-21,-21,-21,-21,-21,-18,-18
399,-15,-15,-14,-14,-14,-14,-14,-14
400,-18,-18,-18,-18,-18,-18,-16,-16
401,-15,-15,-16,-16,-16,-16,-10,-10
402,-10,-10,-10,-10,-10,-10,-8,-8
403,-11,-11,-10,-10,-10,-10,-6,-6
404,-9,-9,-9,-9,-9,-9,-4,-7
405,-8,-8,-5,-5,-6,-6,-4,-7
408,-28,-28,-28,-28,-28,-28,-26,-26
409,-27,-27,-28,-28,-28,-28,-23,-22
410,-43,-43,-44,-44,-44,-44,-42,-42
411,-22,-22,-22,-22,-22,-22,-18,-18
412,-11,-11,-11,-11,-11,-11,-8,-8
419,-10,-10,-10,-10,-10,-10,-8,-8
420,-25,-25,-26,-26,-26,-26,-25,-3
421,-30,-30,-31,-31,-31,-31,-25,-7
423,-21,-21,-21,-21,-21,-21,-19,-19
424,-19,-19,-21,-21,-21,-21,-18,-18
425,-26,-26,-26,-26,-26,-26,-23,-23
426,-11,-11,-11,-11,-10,-10,-6,-6
427,-29,-29,-30,-30,-30,-30,-31,-31
428,-13,-13,-13,-13,-13,-13,-11,-11
430,-11,-11,-12,-12,-12,-12,-11,-11
431,-14,-14,-14,-14,-14,-14,-12,-3
432,-15,-15,-15,-15,-15,-15,-14,-14
433,-22,-22,-24,-24,-25,-25,-22,-22
435,-15,-15,-17,-17,-17,-17,-12,-12
436,-25,-25,-25,-25,-25,-25,-24,-24
437,-18,-18,-18,-18,-18,-18,-17,-17
439,-15,-15,-15,-15,-15,-15,-14,-5
440,-23,-23,-24,-24,-24,-24,-20,-20
441,-16,-16,-14,-14,-15,-15,-12,-12
442,-16,-16,-16,-16,-16,-16,-14,-14
443,-20,-20,-21,-21,-20,-20,-17,-17
444,-15,-15,-15,-15,-15,-15,-13,-10
445,-19,-19,-18,-18,-18,-18,-14,-14
446,-17,-17,-16,-16,-15,-15,-12,-12
447,-37,-37,-37,-37,-37,-37,-35,-35
448,-24,-24,-24,-24,-24,-24,-24,-24
449,-23,-23,-23,-23,-23,-23,-16,-16
450,-19,-19,-19,-19,-19,-19,-14,-14
451,-11,-11,-11,-11,-11,-11,-6,-5
452,-15,-15,-17,-17,-17,-17,-13,-6
453,-16,-16,-17,-17,-17,-17,-11,-7
454,-14,-14,-14,-14,-14,-14,-10,-10
455,-11,-11,-11,-11,-11,-11,-11,-11
456,-23,-23,-26,-26,-26,-26,-24,-24
457,-20,-20,-20,-20,-18,-18,-15,-15
458,-19,-19,-18,-18,-18,-18,-13,-13
459,-11,-11,-11,-11,-11,-11,-7,-7
460,-23,-23,-23,-23,-23,-23,-21,-21
462,-31,-31,-31,-31,-33,-33,-27,-27
463,-15,-15,-15,-15,-15,-15,-12,-12
464,-17,-17,-16,-16,-16,-16,-15,-15
465,-19,-19,-21,-21,-21,-21,-10,-14
466,-13,-13,-14,-14,-14,-14,-11,-10
467,-11,-11,-14,-14,-14,-14,-11,-11
468,-16,-16,-17,-17,-17,-17,-18,-18
469,-30,-30,-30,-30,-30,-30,-25,-25
470,-32,-32,-32,-32,-32,-32,-27,-27
471,-13,-13,-13,-13,-13,-13,-10,-10
472,-14,-14,-14,-14,-14,-14,-13,-13
473,-13,-13,-13,-13,-13,-13,-13,-13
474,-27,-27,-29,-29,-29,-29,-29,-29
475,-39,-39,-39,-39,-39,-39,-36,-36
476,-20,-20,-20,-20,-21,-21,-21,-21
477,-25,-25,-27,-27,-27,-27,-27,-27
478,-12,-12,-12,-12,-12,-12,-8,-9
479,-13,-13,-13,-13,-14,-14,-10,-10
480,-16,-16,-16,-16,-15,-15,-7,-11
481,-24,-24,-24,-24,-24,-24,-21,-21
482,-18,-18,-18,-18,-18,-18,-18,-18
483,-22,-22,-23,-23,-22,-22,-19,-19
484,-16,-16,-16,-16,-16,-16,-14,-14
485,-16,-16,-18,-18,-18,-18,-14,-14
486,-24,-24,-24,-24,-24,-24,-17,-17
487,-16,-16,-17,-17,-17,-17,-15,-15
488,-15,-15,-13,-13,-12,-12,-4,-9
489,-23,-23,-24,-24,-24,-24,-16,-16
490,-31,-31,-30,-30,-30,-30,-27,-16
491,-30,-30,-31,-31,-32,-32,-32,-32
492,-41,-41,-42,-42,-43,-43,-43,-43
494,-25,-25,-25,-25,-25,-25,-25,-25
495,-26,-26,-27,-27,-26,-26,-21,-21
496,-27,-27,-27,-27,-27,-27,-25,-25
497,-18,-18,-19,-19,-19,-19,-17,-17
498,-27,-27,-27,-27,-27,-27,-22,-22
499,-25,-25,-25,-25,-25,-25,-20,-20
500,-27,-27,-28,-28,-28,-28,-24,-24
501,-16,-16,-16,-16,-16,-16,-14,-14
503,-24,-24,-25,-25,-26,-26,-22,-21
504,-21,-21,-21,-21,-21,-21,-20,-20
505,-20,-20,-20,-20,-20,-20,-16,-16
506,-15,-15,-16,-16,-17,-17,-16,-16
507,-21,-21,-21,-21,-21,-21,-18,-18
508,-11,-11,-12,-12,-12,-12,-10,-10
509,-13,-13,-13,-13,-13,-13,-12,-12
510,-27,-27,-30,-30,-30,-30,-28,-28
511,-22,-22,-23,-23,-22,-22,-14,-14
512,-21,-21,-21,-21,-21,-21,-13,-16
513,-34,-34,-37,-37,-29,-29,-23,-23
514,-11,-11,-11,-11,-11,-11,-9,-9
515,-16,-16,-16,-16,-16,-16,-13,-13
516,-12,-12,-12,-12,-12,-12,-9,-9
517,-11,-11,-12,-12,-12,-12,-8,-8
518,-21,-21,-21,-21,-20,-20,-17,-17
519,-23,-23,-23,-23,-23,-23,-22,-22
520,-14,-14,-14,-14,-13,-13,-8,-8
521,-13,-13,-15,-15,-15,-15,-12,-12
522,-25,-25,-26,-26,-26,-26,-24,-24
523,-16,-16,-17,-17,-17,-17,-15,-15
524,-26,-26,-26,-26,-26,-26,-19,-19
526,-18,-18,-16,-16,-15,-15,-13,-13
527,-13,-13,-14,-14,-13,-13,-11,-11
528,-11,-11,-11,-11,-11,-11,-11,-11
529,-12,-12,-13,-13,-13,-13,-11,-11
530,-12,-12,-12,-12,-12,-12,-11,-11
531,-14,-14,-14,-14,-14,-14,-7,-7
532,-43,-43,-44,-44,-44,-44,-44,-44
533,-23,-23,-23,-23,-23,-23,-19,-19
534,-18,-18,-18,-18,-19,-19,-11,-10
535,-16,-16,-17,-17,-17,-17,-12,-12
536,-24,-24,-24,-24,-24,-24,-21,-21
537,-11,-11,-12,-12,-12,-12,-8,-8
538,-14,-14,-15,-15,-15,-15,-13,-13
539,-15,-15,-15,-15,-15,-15,-11,-11
540,-18,-18,-19,-19,-19,-19,-17,-17
541,-18,-18,-19,-19,-19,-19,-17,-17
542,-23,-23,-23,-23,-25,-25,-21,-17
543,-14,-14,-14,-14,-14,-14,-14,-14
544,-15,-15,-15,-15,-15,-15,-10,-10
545,-16,-16,-15,-15,-15,-15,-13,-13
546,-14,-14,-14,-14,-14,-14,-12,-12
547,-35,-35,-36,-36,-36,-36,-35,-35
548,-18,-18,-18,-18,-18,-18,-17,0
549,-31,-31,-32,-32,-31,-31,-26,-23
550,-16,-16,-15,-15,-16,-16,-10,-10
552,-17,-17,-21,-21,-21,-21,-19,-19
553,-15,-15,-17,-17,-17,-17,-9,-12
554,-11,-11,-11,-11,-11,-11,-10,-10
556,-18,-18,-18,-18,-18,-18,-19,-19
557,-14,-14,-14,-14,-14,-14,-13,-10
558,-16,-16,-17,-17,-17,-17,-14,-14
559,-16,-16,-16,-16,-16,-16,-15,-15
560,-14,-14,-14,-14,-14,-14,-12,-12
561,-15,-15,-15,-15,-15,-15,-13,-13
562,-14,-14,-14,-14,-13,-13,-13,-13
563,-18,-18,-18,-18,-18,-18,-16,-16
564,-26,-26,-27,-27,-27,-27,-24,-2
566,-29,-29,-29,-29,-28,-28,-26,-26
568,-12,-12,-13,-13,-13,-13,-9,-9
569,-21,-21,-21,-21,-21,-21,-17,-13
570,-25,-25,-23,-23,-23,-23,-24,-24
571,-20,-20,-20,-20,-20,-20,-19,-19
572,-24,-24,-25,-25,-26,-26,-25,-25
573,-11,-11,-12,-12,-12,-12,-6,-6
574,-31,-31,-31,-31,-30,-30,-13,-23
576,-15,-15,-15,-15,-15,-15,-13,-13
577,-13,-13,-16,-16,-16,-16,-13,-13
578,-22,-22,-23,-23,-23,-23,-21,-21
579,-24,-24,-25,-25,-25,-25,-26,-26
580,-25,-25,-25,-25,-25,-25,-19,-19
581,-12,-12,-12,-12,-12,-12,-11,-11
583,-14,-14,-14,-14,-14,-14,-12,-12
584,-13,-13,-16,-16,-16,-16,-12,-9
586,-21,-21,-21,-21,-21,-21,-20,-20
