Station ID,Time,Out,In,Delta
0,2017-09-11 02:00:00,13,1,-12
0,2017-09-11 04:00:00,9,3,-6
0,2017-09-11 06:00:00,130,141,11
0,2017-09-11 08:00:00,371,374,3
0,2017-09-11 10:00:00,82,91,9
0,2017-09-11 12:00:00,98,92,-6
0,2017-09-11 14:00:00,81,79,-2
0,2017-09-11 16:00:00,253,186,-67
0,2017-09-11 18:00:00,322,296,-26
0,2017-09-11 20:00:00,42,69,27
0,2017-09-11 22:00:00,33,28,-5
0,2017-09-12 00:00:00,15,14,-1
0,2017-09-12 02:00:00,2,3,1
0,2017-09-12 04:00:00,5,3,-2
0,2017-09-12 06:00:00,181,171,-10
0,2017-09-12 08:00:00,465,481,16
0,2017-09-12 10:00:00,88,71,-17
0,2017-09-12 12:00:00,121,124,3
0,2017-09-12 14:00:00,106,105,-1
0,2017-09-12 16:00:00,330,241,-89
0,2017-09-12 18:00:00,381,360,-21
0,2017-09-12 20:00:00,40,64,24
0,2017-09-12 22:00:00,10,5,-5
0,2017-09-13 00:00:00,7,8,1
0,2017-09-13 02:00:00,6,3,-3
0,2017-09-13 04:00:00,7,5,-2
0,2017-09-13 06:00:00,173,163,-10
0,2017-09-13 08:00:00,443,489,46
0,2017-09-13 10:00:00,103,109,6
0,2017-09-13 12:00:00,118,120,2
0,2017-09-13 14:00:00,90,76,-14
0,2017-09-13 16:00:00,337,226,-111
0,2017-09-13 18:00:00,357,345,-12
0,2017-09-13 20:00:00,94,121,27
0,2017-09-13 22:00:00,59,38,-21
0,2017-09-14 00:00:00,22,16,-6
0,2017-09-14 02:00:00,10,5,-5
0,2017-09-14 04:00:00,10,6,-4
0,2017-09-14 06:00:00,168,162,-6
0,2017-09-14 08:00:00,410,473,63
0,2017-09-14 10:00:00,116,113,-3
0,2017-09-14 12:00:00,133,119,-14
0,2017-09-14 14:00:00,106,121,15
0,2017-09-14 16:00:00,339,211,-128
0,2017-09-14 18:00:00,290,340,50
0,2017-09-14 20:00:00,117,127,10
0,2017-09-14 22:00:00,69,58,-11
0,2017-09-15 00:00:00,40,21,-19
0,2017-09-15 02:00:00,10,6,-4
0,2017-09-15 04:00:00,10,3,-7
0,2017-09-15 06:00:00,152,137,-15
