Station ID,Cycle0 (Bef),Cycle0 (Aft),Cycle1 (Bef),Cycle1 (Aft),Cycle2 (Bef),Cycle2 (Aft),Cycle3 (Bef),Cycle3 (Aft)
564,-26,-26,-27,-27,-27,-27,-24,-4
566,-29,-29,-29,-29,-28,-28,-26,-26
568,-11,-11,-13,-13,-13,-13,-8,-8
569,-21,-21,-21,-21,-21,-21,-16,-12
570,-25,-25,-22,-22,-23,-23,-24,-24
571,-19,-19,-20,-20,-20,-20,-19,-19
572,-24,-24,-23,-23,-26,-26,-25,-25
573,-9,-9,-11,-11,-11,-11,-7,-7
574,-30,-30,-30,-30,-30,-30,-16,-23
576,-15,-15,-15,-15,-15,-15,-14,-14
577,-14,-14,-16,-16,-16,-16,-13,-11
578,-21,-21,-23,-23,-23,-23,-21,-21
579,-25,-25,-25,-25,-24,-24,-25,-25
580,-25,-25,-25,-25,-25,-25,-21,-21
581,-12,-12,-12,-12,-12,-12,-10,-10
583,-13,-13,-14,-14,-14,-14,-11,-11
584,-13,-13,-16,-16,-16,-16,-12,-8
586,-21,-21,-21,-21,-21,-21,-19,-19
587,-14,-14,-12,-12,-12,-12,-13,-13
588,-17,-17,-18,-18,-19,-19,-18,-18
589,-9,-9,-10,-10,-10,-10,-7,-7
590,-18,-18,-18,-18,-18,-18,-17,-17
591,-17,-17,-19,-19,-17,-17,-16,-16
592,-14,-14,-14,-14,-13,-13,-11,-10
593,-13,-13,-13,-13,-13,-13,-12,-6
594,-23,-23,-25,-25,-25,-25,-24,-24
595,-14,-14,-16,-16,-16,-16,-13,-13
596,-13,-13,-14,-14,-14,-14,-11,-11
597,-18,-18,-18,-18,-18,-18,-13,-13
598,-26,-26,-27,-27,-27,-27,-26,-26
599,-19,-19,-19,-19,-19,-19,-18,-18
600,-13,-13,-14,-14,-14,-14,-11,-11
601,-25,-25,-25,-25,-26,-26,-25,-25
602,-30,-30,-31,-31,-30,-30,-26,-26
603,-29,-29,-31,-31,-30,-30,-27,-27
604,-12,-12,-12,-12,-12,-12,-9,-9
605,-20,-20,-20,-20,-20,-20,-12,-8
606,-18,-18,-18,-18,-18,-18,-17,-17
607,-14,-14,-14,-14,-14,-14,-12,-12
608,-21,-21,-21,-21,-21,-21,-21,-21
609,-13,-13,-13,-13,-13,-13,-8,-8
610,-13,-13,-14,-14,-14,-14,-12,-12
611,-14,-14,-14,-14,-14,-14,-12,-12
612,-21,-21,-21,-21,-21,-21,-16,-16
613,-16,-16,-16,-16,-16,-16,-12,-12
614,-28,-28,-28,-28,-28,-28,-27,-27
615,-16,-16,-16,-16,-15,-15,-11,-11
616,-16,-16,-18,-18,-18,-18,-13,-13
617,-13,-13,-14,-14,-13,-13,-13,-13
618,-15,-15,-16,-16,-16,-16,-13,-13
619,-30,-30,-30,-30,-30,-30,-25,-25
620,-18,-18,-19,-19,-19,-19,-16,-16
621,-22,-22,-22,-22,-22,-22,-18,-18
622,-19,-19,-19,-19,-19,-19,-17,-17
623,-15,-15,-15,-15,-15,-15,-14,-14
624,-28,-28,-29,-29,-29,-29,-25,-25
625,-19,-19,-19,-19,-19,-19,-13,-13
626,-16,-16,-15,-15,-15,-15,-9,-9
627,-14,-14,-14,-14,-15,-15,-11,-11
628,-18,-18,-19,-19,-18,-18,-14,-14
629,-19,-19,-19,-19,-19,-19,-18,-18
630,-19,-19,-19,-19,-19,-19,-15,-15
631,-18,-18,-18,-18,-18,-18,-14,-14
632,-18,-18,-18,-18,-18,-18,-16,-16
633,-21,-21,-22,-22,-21,-21,-21,-21
634,-23,-23,-23,-23,-23,-23,-22,-22
635,-25,-25,-27,-27,-28,-28,-24,-24
636,-18,-18,-18,-18,-18,-18,-13,-13
637,-17,-17,-17,-17,-17,-17,-15,-15
638,-18,-18,-19,-19,-19,-19,-6,-6
639,-18,-18,-18,-18,-18,-18,-14,-14
640,-18,-18,-19,-19,-18,-18,-14,-14
641,-16,-16,-16,-16,-16,-16,-15,1
642,-25,-25,-25,-25,-26,-26,-25,-25
643,-15,-15,-15,-15,-15,-15,-14,-14
644,-25,-25,-25,-25,-25,-25,-19,-19
645,-14,-14,-15,-15,-15,-15,-13,-13
646,-11,-11,-11,-11,-11,-11,-11,-11
647,-18,-18,-18,-18,-18,-18,-14,-14
648,-21,-21,-21,-21,-21,-21,-20,-20
649,-14,-14,-14,-14,-14,-14,-11,-11
650,-16,-16,-16,-16,-16,-16,-11,-11
651,-16,-16,-18,-18,-18,-18,-17,-17
652,-20,-20,-20,-20,-20,-20,-20,-20
653,-17,-17,-17,-17,-17,-17,-12,-12
654,-23,-23,-23,-23,-22,-22,-17,-17
655,-18,-18,-17,-17,-16,-16,-11,-11
656,-20,-20,-21,-21,-21,-21,-20,-20
657,-14,-14,-14,-14,-14,-14,-10,-10
658,-21,-21,-21,-21,-21,-21,-17,-17
659,-39,-39,-39,-39,-39,-39,-39,-39
660,-15,-15,-15,-15,-15,-15,-12,-12
661,-23,-23,-25,-25,-25,-25,-16,-16
662,-15,-15,-16,-16,-16,-16,-12,-12
663,-16,-16,-16,-16,-16,-16,-13,-13
664,-15,-15,-15,-15,-16,-16,-13,-13
665,-19,-19,-19,-19,-19,-19,-19,-19
666,-26,-26,-27,-27,-27,-27,-23,-23
667,-22,-22,-20,-20,-21,-21,-19,-19
668,-18,-18,-20,-20,-20,-20,-17,-17
669,-27,-27,-27,-27,-27,-27,-29,-29
670,-19,-19,-19,-19,-19,-19,-12,-12
671,-38,-38,-38,-38,-38,-38,-35,-33
672,-19,-19,-19,-19,-19,-19,-19,-19
673,-25,-25,-25,-25,-25,-25,-21,-21
674,-28,-28,-27,-27,-28,-28,-25,-25
675,-21,-21,-21,-21,-21,-21,-16,-16
676,-24,-24,-24,-24,-23,-23,-18,-18
677,-18,-18,-18,-18,-19,-19,-17,-17
678,-21,-21,-21,-21,-21,-21,-20,-20
679,-18,-18,-18,-18,-17,-17,-13,-13
680,-18,-18,-19,-19,-19,-19,-14,-14
681,-32,-32,-33,-33,-33,-33,-31,-31
682,-32,-32,-33,-33,-33,-33,-31,-31
683,-18,-18,-19,-19,-19,-19,-16,-16
684,-22,-22,-24,-24,-24,-24,-22,-22
685,-21,-21,-21,-21,-21,-21,-15,-15
686,-17,-17,-17,-17,-17,-17,-16,-16
687,-18,-18,-20,-20,-20,-20,-14,-14
688,-19,-19,-19,-19,-19,-19,-14,-14
689,-21,-21,-21,-21,-21,-21,-20,-20
690,-16,-16,-16,-16,-15,-15,-13,-13
691,-14,-14,-12,-12,-13,-13,-11,-11
692,-14,-14,-15,-15,-14,-14,-10,-10
693,-12,-12,-12,-12,-12,-12,-12,-12
694,-14,-14,-14,-14,-14,-14,-13,-13
695,-11,-11,-12,-12,-12,-12,-6,-6
696,-14,-14,-14,-14,-14,-14,-12,-12
697,-17,-17,-19,-19,-17,-17,-12,-12
698,-24,-24,-24,-24,-24,-24,-19,-19
699,-27,-27,-27,-27,-27,-27,-23,-23
700,-16,-16,-17,-17,-17,-17,-12,-12
701,-21,-21,-21,-21,-21,-21,-12,-12
702,-15,-15,-17,-17,-16,-16,-9,-9
703,-17,-17,-17,-17,-17,-17,-16,-16
704,-12,-12,-12,-12,-12,-12,-9,-9
706,-20,-20,-20,-20,-20,-20,-17,-14
707,-21,-21,-21,-21,-21,-21,-20,-20
708,-22,-22,-22,-22,-22,-22,-19,-19
709,-16,-16,-16,-16,-16,-16,-16,-16
710,-13,-13,-15,-15,-17,-17,-10,-10
711,-21,-21,-21,-21,-21,-21,-16,-16
712,-15,-15,-15,-15,-15,-15,-12,-12
713,-15,-15,-14,-14,-15,-15,-14,-14
714,-19,-19,-19,-19,-19,-19,-17,-17
715,-15,-15,-18,-18,-17,-17,-14,-14
716,-16,-16,-17,-17,-17,-17,-14,-14
717,-28,-28,-27,-27,-28,-28,-17,-17
718,-30,-30,-31,-31,-31,-31,-29,-24
719,-22,-22,-22,-22,-23,-23,-18,-18
720,-16,-16,-17,-17,-17,-17,-16,-16
721,-12,-12,-13,-13,-13,-13,-10,-10
722,-12,-12,-12,-12,-12,-12,-7,-7
723,-33,-33,-31,-31,-31,-31,-27,-27
724,-18,-18,-19,-19,-19,-19,-15,-15
725,-19,-19,-19,-19,-19,-19,-19,-19
726,-13,-13,-15,-15,-15,-15,-12,-12
727,-15,-15,-13,-13,-12,-12,-4,-6
728,-20,-20,-20,-20,-20,-20,-19,-19
729,-16,-16,-16,-16,-15,-15,-5,-5
730,-12,-12,-11,-11,-11,-11,-11,-11
731,-25,-25,-25,-25,-25,-25,-22,-22
732,-13,-13,-14,-14,-13,-13,-1,-7
733,-12,-12,-11,-11,-12,-12,-12,-12
734,-21,-21,-20,-20,-20,-20,-17,-17
735,-23,-23,-24,-24,-24,-24,-19,-19
736,-19,-19,-19,-19,-19,-19,-18,-18
737,-16,-16,-19,-19,-19,-19,-15,-15
738,-25,-25,-26,-26,-26,-26,-25,-25
739,-18,-18,-16,-16,-16,-16,-14,-14
740,-18,-18,-18,-18,-18,-18,-16,-16
741,-16,-16,-16,-16,-16,-16,-15,-15
742,-15,-15,-14,-14,-15,-15,-12,-12
743,-20,-20,-21,-21,-21,-21,-20,-20
744,-21,-21,-21,-21,-21,-21,-21,-21
745,-20,-20,-20,-20,-20,-20,-20,-20
746,-16,-16,-16,-16,-16,-16,-12,-12
747,-16,-16,-16,-16,-16,-16,-11,-11
748,-17,-17,-17,-17,-17,-17,-12,-13
749,-24,-24,-24,-24,-25,-25,-22,-22
750,-18,-18,-18,-18,-18,-18,-16,-16
751,-16,-16,-16,-16,-16,-16,-15,-15
752,-20,-20,-20,-20,-20,-20,-19,-19
753,-19,-19,-19,-19,-19,-19,-18,-18
754,-16,-16,-16,-16,-16,-16,-15,-15
755,-15,-15,-16,-16,-16,-16,-12,-12
756,-14,-14,-14,-14,-14,-14,-11,-11
757,-16,-16,-16,-16,-16,-16,-9,-11
758,-15,-15,-15,-15,-15,-15,-10,-10
759,-12,-12,-12,-12,-12,-12,-11,-11
760,-12,-12,-12,-12,-12,-12,-10,-7
761,-18,-18,-18,-18,-18,-18,-12,-12
762,-12,-12,-14,-14,-14,-14,-12,-12
763,-32,-32,-33,-33,-33,-33,-30,-30
764,-22,-22,-22,-22,-23,-23,-20,-20
765,-26,-26,-27,-27,-27,-27,-27,-27
766,-17,-17,-17,-17,-17,-17,-14,-14
767,-21,-21,-21,-21,-21,-21,-20,-20
768,-24,-24,-25,-25,-25,-25,-19,-19
769,-14,-14,-14,-14,-14,-14,-8,-8
770,-21,-21,-21,-21,-21,-21,-18,-18
771,-14,-14,-14,-14,-14,-14,-13,-13
772,-23,-23,-24,-24,-24,-24,-20,-20
773,-16,-16,-13,-13,-13,-13,-10,-10
774,-14,-14,-14,-14,-14,-14,-11,-11
775,-23,-23,-23,-23,-23,-23,-23,-23
776,-13,-13,-14,-14,-14,-14,-11,-11
777,-14,-14,-14,-14,-14,-14,-11,-11
779,-19,-19,-19,-19,-19,-19,-18,-18
780,-16,-16,-18,-18,-18,-18,-12,-12
781,-21,-21,-21,-21,-21,-21,-21,-21
782,-16,-16,-16,-16,-17,-17,-12,-12
784,-23,-23,-23,-23,-23,-23,-19,-19
785,-43,-43,-43,-43,-44,-44,-43,-43
786,-30,-30,-30,-30,-30,-30,-30,-30
787,-24,-24,-24,-24,-24,-24,-23,-23
788,-22,-22,-23,-23,-23,-23,-23,-23
789,-28,-28,-28,-28,-28,-28,-28,-28
790,-19,-19,-18,-18,-19,-19,-17,-17
792,-28,-28,-29,-29,-29,-29,-28,-2
793,-19,-19,-18,-18,-19,-19,-17,-4
794,-19,-19,-19,-19,-19,-19,-18,-18
795,-18,-18,-19,-19,-19,-19,-16,-6
796,-19,-19,-21,-21,-21,-21,-19,-19
797,-20,-20,-21,-21,-21,-21,-18,-12
798,-16,-16,-17,-17,-16,-9,-2,-16
800,-21,-21,-22,-22,-22,-22,-19,-19
801,-20,-20,-20,-20,-20,-20,-18,-18
802,-22,-22,-22,-22,-22,-22,-15,-15
803,-16,-16,-16,-16,-16,-16,-16,-16
804,-17,-17,-18,-18,-18,-18,-17,-17
805,-18,-18,-18,-18,-18,-18,-17,-17
806,-18,-18,-19,-19,-19,-19,-17,-17
807,-16,-16,-16,-16,-16,-16,-12,-12
808,-23,-23,-23,-23,-23,-23,-21,-21
809,-19,-19,-18,-18,-18,-18,-18,-18
810,-20,-20,-19,-19,-19,-19,-17,-17
811,-25,-25,-25,-25,-25,-25,-23,-23
812,-19,-19,-19,-19,-19,-19,-19,-19
813,-25,-25,-24,-24,-24,-24,-23,-12
814,-21,-21,-20,-20,-20,-20,-18,-18
815,-24,-24,-23,-23,-23,-23,-21,-4
816,-19,-19,-19,-19,-19,-19,-19,-19
817,-18,-18,-18,-18,-18,-18,-16,-16
818,-8,-8,-9,-9,-9,-9,-6,-8
819,-26,-26,-26,-26,-26,-26,-26,-14
820,-16,-16,-16,-16,-16,-16,-10,-10
821,-17,-17,-18,-18,-17,-17,-15,-15
826,-18,-18,-19,-19,-19,-19,-15,-15
799,-16,-16,-16,-16,-16,-16,-16,-16
69,-14,-14,-15,-15,-14,-14,-2,-8
83,-11,-11,-13,-13,-15,-15,-14,-14
187,-16,-16,-17,-17,-16,-16,-14,-14
188,-10,-10,-12,-12,-12,-12,-12,-12
189,-12,-12,-12,-12,-12,-12,-8,-8
190,-14,-14,-14,-14,-14,-14,-10,-10
194,-36,-36,-40,-40,-41,-41,-34,-28
195,-20,-20,-20,-20,-20,-20,-16,1
196,-11,-11,-11,-11,-11,-11,-11,-11
197,-18,-18,-17,-17,-17,-17,-14,-19
